developer,año,price,contador
Magnolia Art,2016.0,0.99,1
Mihai Morosanu,2016.0,0.99,1
Kormishenkov Anton,2016.0,1.99,1
Waygetter Electronics,2016.0,4.99,1
Jose Pedro Díaz,2016.0,0.99,1
"wins_84,gamebalance",2016.0,2.99,1
Just1337 Studio,2016.0,2.99,1
"Tingly, LLC",2016.0,3.99,1
"Adam McLellan,Ricardo Chirino",2016.0,5.99,1
salamandra88,2016.0,2.99,1
CrabWay,2016.0,2.99,1
James C. Gray,2016.0,2.99,1
Eternal Night Studios,2016.0,0.0,1
nlfastudio,2016.0,0.99,1
"The Crimson Nights Team,Spiky Fish Games",2017.0,9.99,1
Blue Giraffe,2017.0,12.99,1
SolarLance,2017.0,3.99,1
Nickana Studio,2017.0,3.99,1
TERNOX,2017.0,0.0,1
gearspecs,2017.0,1.99,1
Manic Mind Game Lab,2017.0,0.99,1
VGstudio,2017.0,1.99,1
VGstudio,2017.0,4.99,1
Belarus Games,2017.0,0.99,1
Mattis Folkestad,2017.0,5.99,1
Paul O'Bar,2016.0,3.99,1
"David Nguyen,David Chang",2017.0,0.99,1
Windward_Birds,2017.0,3.99,1
MetamorphoGames,2017.0,1.99,1
Super Games Studio,2016.0,3.99,1
Falcoware,2017.0,0.99,1
"Stenner Studios,Killbox Graphics",2017.0,0.99,1
Kyuppin,2017.0,2.99,1
Taste Games,2017.0,4.99,1
King Crow Studios,2017.0,7.99,1
RPG Video,2017.0,0.99,1
David Kilmer,2017.0,1.99,1
Winter Wolves,2017.0,14.99,1
Oddrok,2017.0,4.99,1
Tree Men Games,2017.0,4.99,1
DL Softworks,2017.0,6.99,1
DL Softworks,2017.0,6.99,1
DL Softworks,2017.0,6.99,1
Desert Fox,2017.0,8.99,1
Renegade Sector Games,2017.0,14.99,1
Flynns Arcade,2017.0,4.99,1
Illyriad Games,2011.0,4.99,1
QUByte Interactive,2016.0,3.99,1
Bowlcut Studios,2017.0,9.99,1
Boolat Entertainment,2017.0,9.99,1
Fever Pitch Studios,2001.0,5.99,1
InvertMouse,2017.0,6.99,1
InvertMouse,2017.0,2.99,1
InvertMouse,2017.0,2.99,1
Super Mega Team,2017.0,14.99,1
VIS - Visual Imagination Software,2017.0,6.99,1
Sad Spaghetti Entertainment,2017.0,4.99,1
The Paper Robot,2017.0,7.99,1
Renxiang Game,2017.0,7.99,1
Corrosive Studios LLC,2017.0,2.99,1
Fishing Planet LLC,2017.0,59.99,1
Fishing Planet LLC,2017.0,39.99,1
Crazyant,2017.0,9.99,1
Peace,2017.0,1.99,1
Teamomega,2017.0,4.99,1
Falcoware,2017.0,0.99,1
Boolat Games,2017.0,9.99,1
Ogulcan Karaoglu,2017.0,0.99,1
Jetdogs Studios,2017.0,1.99,1
MoaCube,2007.0,9.99,1
SlyGames,2017.0,0.99,1
Joure Visser,2017.0,14.99,1
Milestone S.r.l.,2017.0,0.0,1
Anawiki Games,2017.0,9.99,1
"Nova Dimension,Recreat4",2017.0,4.99,1
Jonni Hirst,2017.0,1.99,1
"Umix Studios,Cyanide",2017.0,19.99,1
HexWar Games,2017.0,19.99,1
Digital Reality,1997.0,4.99,1
"Digital Reality,Gyroscope Games",1999.0,9.99,1
"Lunchtime Studios, LLC",2017.0,4.99,1
Anatoliy Loginovskikh,2017.0,2.99,1
Ashdar Games,2017.0,24.99,1
Moonrise Interactive,2017.0,9.99,1
Eclipse Studios,2017.0,2.99,1
One More Game,2017.0,1.99,1
Broken Code Games,2017.0,2.99,1
Warfare Studios,2017.0,7.99,1
Ascension Interactive Media,2017.0,2.99,1
Black Alchemy Games,2017.0,4.99,1
Team Toaster,2017.0,9.99,1
ButterChain,2017.0,4.99,1
Mihai Morosanu,2017.0,0.99,1
NIKITA ONLINE,1997.0,2.99,1
Kirill Gurman,2017.0,0.99,1
Carl Games,2017.0,2.99,1
Justin Varghese,2016.0,0.99,1
Eendhoorn Games,2017.0,7.99,1
Synnergy Circle Games,2017.0,0.99,1
Gobbo Games,2017.0,7.99,1
"CAPCOM Co., Ltd.",2017.0,29.99,1
Big Fish Studios,2017.0,6.99,1
VooFoo Studios,2017.0,1.99,1
Trilith Entertainment Ltd,2017.0,0.0,1
Brace Yourself Games,2017.0,6.99,1
Eidos Montreal,2017.0,0.0,1
Ubisoft,2017.0,6.99,1
Spydersoft,2017.0,4.99,1
Frontwing,2017.0,12.99,1
Ivanovich Games,2015.0,9.99,1
"ThinkOfGames,The Storytelling Studio",2017.0,3.99,1
نقش الضوء,2017.0,2.99,1
stillalive studios,2017.0,5.99,1
Bit Byterz,2017.0,14.99,1
Vendel Games,2017.0,9.99,1
IndieMax,2017.0,4.99,1
Mike Studios,2017.0,4.99,1
Ripstone,2017.0,2.99,1
N-Fusion Interactive,2001.0,9.99,1
Hyper Hippo Games,2017.0,0.0,1
SparkLightGames,2017.0,4.99,1
BANDAI NAMCO Studios Inc.,2017.0,19.99,1
BANDAI NAMCO Studios Inc.,2017.0,0.0,1
BANDAI NAMCO Studios Inc.,2017.0,9.99,1
Xuse,2017.0,29.99,1
Xuse,2017.0,14.99,1
Forever Entertainment S. A.,2017.0,0.0,1
Mortis Games,2017.0,0.99,1
Warped Tales,2017.0,0.0,1
Matrix Trains,2017.0,4.99,1
Matrix Trains,2017.0,4.99,1
Capsule Three,2017.0,10.99,1
"Haven Made,craigz",2017.0,9.99,1
Maple Flag,2017.0,9.99,1
ANIM•ACE,2017.0,3.99,1
Domini Games,2017.0,9.99,1
SG Data,2017.0,0.0,1
Vladimir Maslov,2017.0,1.99,1
Indie Games Studio,2017.0,0.99,1
Mind Grown Software,2017.0,14.99,1
Joshua Missile,2017.0,4.99,1
Romero Games Ltd.,2017.0,4.99,1
I3,2017.0,0.0,1
Walter Machado,2017.0,0.99,1
WorldWideSoftware,2017.0,9.99,1
Tower Up Studios,2017.0,3.99,1
Just1337 Studio,2017.0,0.99,1
AT The Gate Team,2017.0,11.99,1
Tower Up Studios,2017.0,0.99,1
Narrator,2016.0,10.99,1
virtualRailroads,2017.0,4.99,1
virtualRailroads,2017.0,4.99,1
Windybeard,2017.0,8.99,1
BANDAI NAMCO Studios Inc.,2017.0,7.99,1
"Io-Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",2017.0,4.99,1
Midipixel,2017.0,9.99,1
Happy Hobgoblin,2017.0,3.99,1
Deceptive Games Ltd.,2017.0,5.99,1
Black Tower Studios,2017.0,15.99,1
Virtual Rail Creations,2017.0,19.99,1
On5,2017.0,3.99,1
Evgeny Osmet,2017.0,0.99,1
Olivier LeClair,2017.0,4.99,1
Olivier LeClair,2017.0,0.99,1
Olivier LeClair,2017.0,14.99,1
Olivier LeClair,2017.0,9.99,1
Olivier LeClair,2017.0,0.0,1
Loju,2017.0,3.99,1
CyberConnect2 Co. Ltd.,2017.0,19.99,1
Nuno Donato,2017.0,3.99,1
HeR Interactive,2015.0,19.99,1
651 GAMES,2017.0,4.99,1
Bakershah Games,2017.0,4.99,1
Stonehill Games,2017.0,7.99,1
"[erka:es],Darksquid Media",2017.0,9.99,1
DL Softworks,2017.0,6.99,1
DL Softworks,2017.0,5.99,1
Giant Squid,2017.0,4.99,1
Pixel Trickery,2017.0,10.99,1
Eipix Entertainment,2017.0,9.99,1
Square Enix,2017.0,0.0,1
singi,2017.0,1.99,1
Turbo Tape Games,2017.0,2.99,1
UroboroStudio,2017.0,0.99,1
"Hopoo Games, LLC",2017.0,4.99,1
Ivanovich Games,2016.0,19.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,29.99,1
BANDAI NAMCO Studios Inc.,2017.0,0.0,1
BANDAI NAMCO Studios Inc.,2017.0,11.99,1
BANDAI NAMCO Studios Inc.,2017.0,5.99,1
Drop_Dead_Fred (Фред),2017.0,2.99,1
Pirate Games,2017.0,2.99,1
Romantic Railroads,2017.0,19.99,1
Sweet Roll Studio LLC.,2017.0,6.99,1
Cult Software,2017.0,0.99,1
Warlock Arts,2017.0,5.99,1
Maru Games,2017.0,4.99,1
Peak Angle Team,2017.0,2.99,1
Bohemia Interactive,2017.0,26.99,1
Toposim,2017.0,24.99,1
GamersHype Productions,2017.0,0.99,1
SCS Software,2017.0,1.99,1
SCS Software,2017.0,1.99,1
Lorenzo Bellincampi,2017.0,8.99,1
Just Trains,2017.0,4.99,1
Just Trains,2017.0,4.99,1
Schrolab,2017.0,0.0,1
Mighty Mob Games,2017.0,2.99,1
Ran,2017.0,0.0,1
Toposim,2017.0,19.99,1
Mortis Games,2017.0,0.0,1
Elephant Games,2017.0,9.99,1
Brimo Studio,2017.0,0.99,1
"oblomysh,EHTechnology",2017.0,0.99,1
Indie Games Studio,2017.0,0.99,1
"Sebastian Nigro,Panos Tzimas",2017.0,10.99,1
SoftWeir Inc.,2017.0,14.99,1
Hermes Interactive,2017.0,14.99,1
Fumiko Game Studio,2017.0,6.99,1
Hoplon,2017.0,14.99,1
"Ubisoft Montreal,Ubisoft Quebec,Ubisoft Toronto,Blue Byte",2017.0,39.99,1
"Ubisoft Montreal,Ubisoft Quebec,Ubisoft Toronto,Blue Byte",2017.0,59.99,1
"Mighty Studios, LLC",2017.0,2.99,1
Frank J Sudol,2017.0,0.99,1
Zero Degrees Games,2017.0,9.99,1
DIGIDICED,2017.0,9.99,1
DazlogStudio,2017.0,4.99,1
Rusty Bolt,2017.0,9.99,1
DL Softworks,2017.0,4.99,1
DR Studios,2017.0,0.0,1
DL Softworks,2017.0,9.99,1
Big Fish Studios,2017.0,9.99,1
"IDEA FACTORY,COMPILE HEART",2017.0,5.99,1
"IDEA FACTORY,COMPILE HEART",2017.0,49.99,1
"IDEA FACTORY,COMPILE HEART",2017.0,0.99,1
"IDEA FACTORY,COMPILE HEART",2017.0,0.99,1
"IDEA FACTORY,COMPILE HEART",2017.0,0.99,1
"IDEA FACTORY,COMPILE HEART",2017.0,0.99,1
"IDEA FACTORY,COMPILE HEART",2017.0,0.99,1
"IDEA FACTORY,COMPILE HEART",2017.0,0.99,1
Snkl Studio,2017.0,0.99,1
"IDEA FACTORY,COMPILE HEART",2017.0,0.99,1
Rumata Lab,2017.0,1.99,1
"Adriaan de Jongh,Sylvain Tegroeg",2017.0,7.99,1
Daylight Studios,2017.0,4.99,1
virtualRailroads,2017.0,4.99,1
virtualRailroads,2017.0,4.99,1
virtualRailroads,2017.0,4.99,1
ASTRO PORT,2017.0,5.99,1
"L. Stotch,Vladimir Soldatov",2017.0,4.99,1
playchocolate,2017.0,5.99,1
Studio Wumpus,2017.0,14.99,1
Inaccurate Interactive,2016.0,4.99,1
Kayabros,2017.0,9.99,1
Exordium Games,2017.0,4.99,1
Expansive Worlds,2017.0,29.99,1
ByteRockers' Games,2017.0,99.99,1
Sagnithi Systems Technology Solutions LLP,2017.0,5.99,1
Quad-Games,2017.0,1.99,1
Dovetail Games,2017.0,19.99,1
Dovetail Games,2017.0,39.99,1
Skylar Stickley,2017.0,0.0,1
HexWar Games,2017.0,9.99,1
"Stardock Entertainment,Oxide Games",2017.0,2.99,1
Games++,2017.0,3.99,1
"Stardock Entertainment,Oxide Games",2017.0,2.99,1
"Stardock Entertainment,Oxide Games",2017.0,2.99,1
"Stardock Entertainment,Oxide Games",2017.0,2.99,1
Monster Games,2017.0,4.99,1
4FreaksFiction,2017.0,1.99,1
Perfuse Entertainment,2017.0,8.99,1
Monster Games,2017.0,0.0,1
Koreez,2017.0,4.99,1
DL Softworks,2017.0,9.99,1
IBOLOGY LLC,2017.0,4.99,1
Blake Garner,2017.0,5.99,1
Cats Who Play,2017.0,19.99,1
Quiet River,2017.0,0.99,1
"Presto Studios, Inc.",1997.0,9.99,1
AirWave Games,2017.0,1.99,1
"hyperboreanGames,Svarog Studios",2017.0,0.99,1
Gameland Studios,2017.0,1.99,1
"hyperboreanGames,Svarog Studios",2017.0,0.99,1
White Dog,2017.0,0.99,1
Red Dot Games,2017.0,2.99,1
TarbuttonStudio,2017.0,3.99,1
Falling Star Studio,2017.0,2.99,1
Gamesare,2017.0,3.99,1
"CAPCOM Co., Ltd.",2017.0,9.99,1
DL Softworks,2017.0,4.99,1
DL Softworks,2017.0,2.99,1
Robert Pelloni,2017.0,0.0,1
"YarGri,EHTechnology",2017.0,0.99,1
phime studio LLC,2017.0,4.99,1
Virtual Racing Industries Ltd.,2017.0,6.99,1
Virtual Racing Industries Ltd.,2017.0,9.99,1
Monster Games,2017.0,9.99,1
Stolpskott Studios,2017.0,9.99,1
"Psyonix, Inc.",2017.0,1.99,1
"Psyonix, Inc.",2017.0,1.99,1
Soverance Studios,2017.0,9.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,59.99,1
Infinite Fall,2017.0,19.99,1
Polygon Art,2017.0,18.99,1
BANDAI NAMCO Studios Inc.,2017.0,0.0,1
BANDAI NAMCO Studios Inc.,2017.0,6.99,1
Quadro Delta,2017.0,14.99,1
WayForward,2017.0,5.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,0.0,1
Mad Head Games,2017.0,9.99,1
"Quadro Delta,Kole Audio Solutions",2017.0,4.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,19.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,19.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,12.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,3.49,1
"KOEI TECMO GAMES CO., LTD.",2017.0,3.49,1
"KOEI TECMO GAMES CO., LTD.",2017.0,3.49,1
"KOEI TECMO GAMES CO., LTD.",2017.0,3.49,1
"KOEI TECMO GAMES CO., LTD.",2017.0,3.49,1
MadOut Games,2017.0,8.99,1
Ludomotion,2017.0,9.99,1
Milestone S.r.l.,2017.0,5.99,1
First Class Simulations,2017.0,18.99,1
Funcom,2001.0,0.0,1
Joycity,2017.0,7.99,1
Abigail Corfman,2017.0,3.99,1
Klonk Games,2017.0,14.99,1
The_Kiddy,2017.0,4.99,1
BurstRay Games,2017.0,3.99,1
Shiro Games,2017.0,19.99,1
Domini Games,2017.0,9.99,1
Dragom,2017.0,14.99,1
Tribal Dreams,1998.0,9.99,1
ma_mutte,2017.0,0.99,1
"HANBITSOFT, INC.,IMC GAMES CO.,LTD.",2007.0,0.0,1
Oriplay,2017.0,1.99,1
Fairytale Distillery,2017.0,0.0,1
Fairytale Distillery,2017.0,19.99,1
Fairytale Distillery,2017.0,79.99,1
Fairytale Distillery,2017.0,39.99,1
MyDearest,2017.0,8.99,1
Tiny Warrior Games,2017.0,4.99,1
Awesome Games Studio,2017.0,9.99,1
Cosy Goat,2017.0,29.99,1
Insignio Labs,2017.0,1.99,1
Mastfire Studios Pty Ltd,2017.0,19.99,1
"Daniel Gili,Joaquín Godoy,Emilio Martinez,Bruno Carro",2017.0,4.99,1
Insignio Labs,2017.0,1.99,1
Nauris Amatnieks,2017.0,4.99,1
"Orrery Games,Blip Haus Design",2017.0,9.99,1
Team Cherry,2017.0,14.99,1
Taito,2017.0,11.99,1
Caracal Games,2017.0,9.99,1
FantaBlade Network,2017.0,0.0,1
Pyromancers.com,2017.0,14.99,1
Pierre Brengues,2017.0,4.99,1
Alien Jellyfish,2017.0,0.99,1
Cats Who Play,2017.0,3.99,1
MorfeoDev,2017.0,4.99,1
Crystal Box Team,2017.0,2.99,1
"CFK Co., Ltd.",2017.0,1.99,1
inXile Entertainment,2017.0,19.99,1
inXile Entertainment,2017.0,44.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,6.99,1
IronOak Games,2017.0,14.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,7.99,1
Crystal Box Team,2017.0,1.99,1
WarfareSims,2017.0,2.99,1
"Sproing,Neopica",2017.0,9.99,1
Carenado,2017.0,19.99,1
Toposim,2017.0,14.99,1
Just1337 Studio,2017.0,0.99,1
"QLOC,DIMPS",2017.0,7.99,1
Just1337 Studio,2017.0,0.99,1
Just1337 Studio,2017.0,0.0,1
Andy Howard Games,2017.0,1.99,1
Massive Entertainment,2017.0,14.99,1
"Visual Concepts,Yuke's Co., LTD",2017.0,9.99,1
"Limed,lalalaZero,Urbanoff",2017.0,0.99,1
Babloon Studios,2017.0,9.99,1
The Foregone Syndicate,2017.0,14.99,1
Fractal Phase,2017.0,6.99,1
2xMilk,2017.0,7.99,1
Watercolor Games,2017.0,1.99,1
NerdyYetis,2017.0,4.99,1
Neil Birch,2017.0,9.99,1
Insignio Labs,2017.0,4.99,1
Dovetail Games,2017.0,39.99,1
the_dobrokot,2017.0,0.99,1
Quad-Games,2017.0,9.99,1
Deep Shadows Games,2017.0,6.99,1
L Rod,2017.0,1.99,1
Avallon Alliance,2017.0,0.0,1
PotionC,2017.0,1.99,1
GamersHype Productions,2017.0,0.99,1
Stage Clear Studios,2017.0,11.99,1
Octo Studio,2017.0,4.99,1
ERS G Studios,2017.0,9.99,1
Suspicious Developments,2017.0,4.99,1
ChairKilling,2017.0,1.99,1
R I MAD,2017.0,6.99,1
Warfare Studios,2017.0,1.99,1
Eminent Softworks,2017.0,19.99,1
Oscar Celestini,2017.0,4.99,1
Automaton,2017.0,0.0,1
The Foregone Syndicate,2017.0,2.99,1
The Foregone Syndicate,2017.0,6.99,1
Marcin Mikołajczyk,2017.0,0.99,1
Playsaurus,2017.0,9.99,1
"L. Stotch,Vladimir Soldatov",2017.0,0.0,1
Pixel Battery,2017.0,6.99,1
mibix,2017.0,2.99,1
Ehnenu,2017.0,9.99,1
"GCRH,Daynar",2017.0,1.99,1
Joe Sansone,2017.0,4.99,1
Because I Can,2017.0,13.99,1
Neopica,2017.0,9.99,1
Rushing Vise,2017.0,4.99,1
Top Evidence Studio,2017.0,9.99,1
Ian Williams,2017.0,9.99,1
"CAPCOM CO., LTD.",2017.0,24.99,1
Pixel Gangsta Studio,2017.0,11.99,1
LVGameDev LLC,2017.0,19.99,1
"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections,Ubisoft Belgrade",2017.0,59.99,1
JustForward,2017.0,0.99,1
"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections",2017.0,39.99,1
GamerGG,2017.0,3.99,1
Threye Interactive,2017.0,9.99,1
Threye Interactive,2017.0,0.0,1
Polygon Art,2017.0,1.99,1
AtomicTorch Studio,2017.0,4.99,1
AtomicTorch Studio,2017.0,4.99,1
SimProse Studios,2017.0,1.99,1
ZAR 21,2017.0,7.99,1
High Horse Entertainment,2017.0,14.99,1
HeX,2017.0,2.99,1
Crowdwork Studios,2017.0,14.99,1
Hollow Ponds,2017.0,14.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,59.99,1
"TT Games,Traveller's Tales",2017.0,29.99,1
Daily Magic Productions,2017.0,9.99,1
YoYo Games Ltd.,2017.0,99.99,1
Arcane Raise,2017.0,2.99,1
YoYo Games Ltd.,2017.0,399.99,1
YoYo Games Ltd.,2017.0,399.99,1
YoYo Games Ltd.,2017.0,149.99,1
Iron Helmet Games,2017.0,11.99,1
Turbo Pixel Studios,2014.0,9.99,1
Spread Shot Studios LLC,2017.0,14.99,1
Play Spirit Limited,2017.0,2.99,1
Yaeko,2017.0,9.99,1
Deckbound,2017.0,0.0,1
Doragon Entertainment,2017.0,9.99,1
Alientrap,2017.0,6.99,1
ds-sans,2017.0,0.0,1
Naarassusi Game,2017.0,0.99,1
Sergej110,2017.0,1.99,1
ArteG,2017.0,0.99,1
Creative Pudding Hungary Llc.,2017.0,19.99,1
Expect Studio,2017.0,0.0,1
Arcane Raise,2017.0,0.0,1
Lotus Games,2017.0,1.99,1
Whitefishgames,2016.0,9.99,1
nextReality Games,2017.0,2.99,1
GB Patch Games,2017.0,12.99,1
GB Patch Games,2017.0,0.99,1
nextReality Games,2017.0,6.99,1
Demon Sword Games,2017.0,2.99,1
Casual Brothers,2017.0,9.99,1
Notus Games Ltd,2017.0,4.99,1
Schism Worldwide,2017.0,0.99,1
SMG Studio,2017.0,14.99,1
NDPendent Games,2017.0,0.99,1
kedexa,2017.0,0.99,1
"Team NINJA,KOEI TECMO GAMES CO., LTD.",2017.0,31.99,1
Narayan Games,2017.0,0.99,1
Kedexa,2017.0,0.99,1
HardHead Games,2017.0,6.99,1
Sweet Bandits Studios,2017.0,14.99,1
"Capcom Game Studio Vancouver, Inc.",2017.0,19.99,1
"Capcom Game Studio Vancouver, Inc.",2017.0,59.99,1
Moongate Digital,2017.0,14.99,1
Milestone S.r.l.,2017.0,0.0,1
The Game Bakers,2017.0,3.99,1
No Goblin,2017.0,19.99,1
Redpoint Games,2017.0,9.99,1
Red Triangle Games,2016.0,0.99,1
"FK Digital,Arc System Works",2017.0,19.99,1
Mika Spin Games,2016.0,4.99,1
Dovetail Games,2017.0,39.99,1
Paul Bird,2017.0,2.99,1
GameChanger Studio,2017.0,8.99,1
3 Minute Games,2017.0,3.99,1
Paper Pirates,2017.0,4.99,1
DL Softworks,2017.0,4.99,1
Playwood Project,2017.0,19.99,1
DL Softworks,2017.0,7.99,1
Aldorlea Games,2017.0,6.99,1
EJRGames,2017.0,1.99,1
Ish Games,2017.0,2.99,1
Artogon,2017.0,1.99,1
RadishBox,2017.0,4.99,1
Cellbloc Studios,2017.0,4.99,1
Elven Workshop,2017.0,0.99,1
Kremlingames,2017.0,4.99,1
Faceless Studios,2017.0,4.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,6.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,1.99,1
DL Softworks,2017.0,3.99,1
FeelThere,2017.0,19.99,1
Ponywolf,2017.0,4.99,1
Vast Studios,2017.0,9.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,59.99,1
The Game Creators,2017.0,24.99,1
Dashing Strike,2017.0,6.99,1
"KOEI TECMO GAMES CO., LTD.",2017.0,0.0,1
"KOEI TECMO GAMES CO., LTD.",2017.0,0.0,1
"KOEI TECMO GAMES CO., LTD.",2017.0,0.0,1
No Code,2017.0,1.99,1
Splatter Squad,2017.0,0.99,1
Infinite Loop Games,2017.0,14.99,1
"xXarabongXx,WrathSchneider",2017.0,0.99,1
Nerdook Productions,2017.0,8.99,1
Patryk Szuberla,2017.0,12.99,1
JDM4iK Games,2017.0,4.99,1
Arrowiz,2017.0,0.0,1
"CINEMAX, s.r.o.",2017.0,5.99,1
Bitmap Bureau,2017.0,14.99,1
"Acram Digital,Mobo Studio",2017.0,9.99,1
Atypical Games,2017.0,4.99,1
"Acram Digital,Mobo Studio",2017.0,4.99,1
"Acram Digital,Mobo Studio",2017.0,4.99,1
"Acram Digital,Mobo Studio",2017.0,4.99,1
"Acram Digital,Mobo Studio",2017.0,4.99,1
Dream Real,2017.0,1.99,1
Virtys,2017.0,0.0,1
"Zadbox Entertainment,Marcell Kerepesi",2017.0,9.99,1
ERS G Studios,2017.0,9.99,1
DOG HOGGLER,2017.0,0.0,1
"MAGES. Inc.,5pb.,Experience Inc.",2017.0,19.99,1
Dr_Crewcut,2017.0,0.99,1
VooFoo Studios,2017.0,2.99,1
Tequilabyte Studio,2017.0,16.99,1
Firaxis,2017.0,8.99,1
VooFoo Studios,2017.0,0.0,1
Dan Fornace,2017.0,14.99,1
Spaceboy Games,2017.0,9.99,1
Aquiris Game Studio,2017.0,11.99,1
Capcom,2017.0,0.0,1
Retrotainment Games,2017.0,9.99,1
FeelThere,2017.0,17.99,1
Art Games,2017.0,5.99,1
SOLIDMESH,2017.0,9.99,1
toxtronyx interactive GmbH,2017.0,17.99,1
Dedication Games,2017.0,7.99,1
Digital Upthrust,2017.0,3.99,1
Terrible Toybox,2017.0,19.99,1
A Sweet Studio,2017.0,9.99,1
Questro,2017.0,9.99,1
Panoramik Inc,2017.0,0.0,1
Laminar Research,2017.0,59.99,1
Laminar Research,2017.0,0.0,1
Laminar Research,2017.0,0.0,1
Laminar Research,2017.0,0.0,1
Laminar Research,2017.0,0.0,1
Laminar Research,2017.0,0.0,1
Laminar Research,2017.0,0.0,1
Radcroc,2017.0,0.99,1
"CAVE Interactive CO.,LTD.",2017.0,5.99,1
Infinity Ward,2017.0,0.0,1
MightyCodeDragon,2017.0,9.99,1
Anti-Ded GameDev,2017.0,0.99,1
"CuréLabel,Parabole",2017.0,4.99,1
Kiwiforge,2017.0,1.99,1
ForepawSoft,2014.0,0.0,1
ForepawSoft,2016.0,0.0,1
Lapovich,2017.0,0.99,1
Lapovich,2017.0,0.99,1
cada,2017.0,0.99,1
SoftCoder,2011.0,0.99,1
Professional Imagination,2017.0,0.99,1
BattleGames,2017.0,6.99,1
IPACS,2017.0,0.0,1
MTR,2017.0,4.99,1
Brightrock Games,2017.0,7.99,1
HeR Interactive,2013.0,19.99,1
"Ratalaika Games S.L.,Woblyware Oy",2017.0,1.99,1
"2Play,Fredrik Häthén Music",2017.0,9.99,1
Paradox Development Studio,2017.0,18.99,1
Paradox Development Studio,2017.0,24.99,1
Paradox Development Studio,2017.0,6.99,1
HJO Creations,2017.0,3.99,1
Mutated Software,2017.0,1.99,1
N3V Games,2017.0,29.99,1
Arcane Raise,2017.0,0.99,1
Arcane Raise,2017.0,3.99,1
Wicked Witch Software,2017.0,49.99,1
Arcane Raise,2017.0,3.99,1
Arcane Raise,2017.0,3.99,1
Arcane Raise,2017.0,3.99,1
Arcane Raise,2017.0,3.99,1
Arcane Raise,2017.0,3.99,1
"Psyonix, Inc.",2017.0,1.99,1
Traveller's Tales,2017.0,39.99,1
Crow's Perch,2017.0,6.99,1
300 fps,2017.0,4.99,1
Windforce,2017.0,9.99,1
IronBoundManzer,2017.0,14.99,1
CASGames,2017.0,0.99,1
Smartbig Corportion,2012.0,0.0,1
OOTOTGames,2017.0,4.99,1
Spacelight Studio,2017.0,1.99,1
Gilded Skull Games,2017.0,9.99,1
Toposim,2017.0,14.99,1
Virtavia,2017.0,12.99,1
Toposim,2017.0,14.99,1
Just Trains,2017.0,19.99,1
Just Trains,2017.0,29.99,1
Stupid Stupid Games,2017.0,4.99,1
Paradox Development Studio,2017.0,19.99,1
NorbSoftDev,2017.0,19.99,1
Jon Gallant,2017.0,0.99,1
REX PEX GAMES,2017.0,0.99,1
"Liam Hughes,Ryan Cooper",2017.0,4.99,1
Torrunt,2017.0,7.99,1
Insane Unity,2017.0,19.99,1
HexWar Games,2017.0,2.99,1
Screwy Lightbulb,2017.0,0.0,1
Kyvos Studios,2017.0,0.0,1
Fabraz,2017.0,11.99,1
People Can Fly,2017.0,4.99,1
desunoya,2017.0,14.99,1
Risen Games,2017.0,9.99,1
Alekseev,2017.0,3.99,1
Play Publishing,2017.0,4.99,1
Paleno Games,2017.0,0.99,1
Robert Ferry,2017.0,2.99,1
LaboRatStudio,2015.0,0.0,1
Eipix Entertainment,2017.0,9.99,1
Amaterasu Software,2017.0,0.99,1
Razzart Visual,2017.0,9.99,1
Ernests Klavins,2017.0,7.99,1
"Javier Rollon,Philipp Muenzel",2011.0,49.99,1
@lukasinspace,2017.0,2.99,1
4 Friends Games,2017.0,9.99,1
Star Maid Games,2017.0,9.99,1
Big Robot Ltd,2017.0,19.99,1
EP Games®,2017.0,14.99,1
"Paper Pirates,rumata_lab",2017.0,6.99,1
BottleCube inc.,2017.0,9.99,1
Orange_Juice,2017.0,1.99,1
SkyBox Labs,2017.0,2.99,1
Egodystonic Studios,2017.0,6.99,1
Feperd Games,2017.0,14.99,1
phime studio LLC,2017.0,1.99,1
"Travis Forkner,Will Nations,Hailee Ammons",2017.0,0.0,1
"Red Entertainment,LANTERN ROOMS",2017.0,11.99,1
